hsa_id,hsa_name,total_population,weighted_lat,weighted_lon
390,"Hamilton, IN - Madison (Anderson), IN",496956,40.09614855,-85.96372269
391,"Juneau, WI - Adams, WI",47812,43.9444365,-89.96208833
392,"Roscommon, MI - Otsego, MI",62690,44.6897116,-84.60618067
394,"Dubois, IN",43614,38.3643,-86.8798
395,"Winneshiek, IA",19873,43.2907,-91.8437
396,"Rice, MN",67917,44.3543,-93.2967
398,"Logan, OH",46089,40.3885,-83.7658
399,"Jackson, WI",20981,44.3192,-90.8053
400,"Portage, WI",70832,44.476,-89.5014
401,"Boone, IN",74718,40.0508,-86.4687
402,"Montgomery, IN",38312,40.0404,-86.8933
403,"Orleans (New Orleans), LA - Jefferson, LA",981662,29.91496793,-90.05395975
404,"Miller, AR - Hempstead, AR",116279,33.62035668,-93.89151956
405,"Potter (Amarillo), TX - Randall, TX",354682,35.31383938,-101.829275
406,"Lubbock (Lubbock), TX - Hockley, TX",394437,33.5942829,-101.871438
407,"Baxter, AR - Marion, AR",59635,36.28176885,-92.43723176
408,"Harris (Houston), TX - Fort Bend, TX",6692543,29.86716253,-95.44892752
409,"Forrest, MS - Lamar, MS",187197,31.23878232,-89.31327336
410,"Bexar (San Antonio), TX - Guadalupe, TX",2534291,29.44219993,-98.49461123
411,"Hinds (Jackson), MS - Rankin, MS",597479,32.39068488,-90.10220388
412,"Choctaw, AL - Sumter, AL",24258,32.2995387,-88.23166635
413,"Jefferson (Beaumont), TX - Orange, TX",461885,30.10727484,-94.13023698
414,"Tulsa (Tulsa), OK - Rogers, OK",936481,36.17105071,-95.86148697
415,"El Paso (El Paso), TX - Hudspeth, TX",876410,31.76658457,-106.2271046
416,"Caddo (Shreveport), LA - Bossier, LA",488752,32.46977952,-93.67849851
417,"Oklahoma (Oklahoma City), OK - Canadian, OK",1134804,35.54921927,-97.44893483
418,"Lee, MS - Monroe, MS",182916,34.2263262,-88.60425496
419,"East Baton Rouge (Baton Rouge), LA - Livingston, LA",843971,30.4743378,-91.03562716
420,"Wichita (Wichita Falls), TX - Montague, TX",196864,33.83298235,-98.60101047
421,"Sebastian (Fort Smith), AR - Crawford, AR",238458,35.30897247,-94.17989669
422,"Coahoma, MS - Tallahatchie, MS",38078,34.14689494,-90.42200054
423,"Tangipahoa, LA - St. Helena, LA",147596,30.64096738,-90.42810811
424,"Lafayette (Lafayette), LA - Iberia, LA",482027,30.12159468,-92.03993536
425,"Travis (Austin), TX - Williamson, TX",2202332,30.43330691,-97.71588003
426,"Tom Green (San Angelo), TX - Runnels, TX",160190,31.38745184,-100.4118287
427,"Hidalgo (Mcallen), TX - Starr, TX",958044,26.40829224,-98.21964537
428,"Taylor (Abilene), TX - Jones, TX",218327,32.39870928,-99.71621134
429,"Garfield (Enid), OK - Kingfisher, OK",112197,36.33930637,-98.01606677
430,"Cleveland (Norman), OK - McClain, OK",384933,35.12106422,-97.32995993
431,"Madison, LA",9513,32.3644,-91.2427
432,"Pulaski (Little Rock), AR - Faulkner, AR",803745,34.82983315,-92.35033042
433,"Victoria (Victoria), TX - Calhoun, TX",180849,28.85333046,-96.96098329
434,"Tarrant (Fort Worth), TX - Johnson, TX",2603740,32.73204522,-97.34487317
435,"Concordia, LA - Tensas, LA",22109,31.54485789,-91.58670545
436,"Bryan, OK - Atoka, OK",62632,34.05674885,-96.20883343
437,"Nueces (Corpus Christi), TX - San Patricio, TX",545891,27.76770486,-97.64786123
438,"Choctaw, OK",14297,34.0266,-95.5522
439,"Lincoln, LA - Union, LA",96517,32.57177513,-92.63704196
440,"Beckham, OK - Roger Mills, OK",25507,35.32395685,-99.68381731
441,"Smith (Tyler), TX - Henderson, TX",436212,32.41466106,-95.47652127
442,"Pope, AR - Yell, AR",84265,35.34150149,-93.12441188
443,"Ouachita (Monroe), LA - Morehouse, LA",248297,32.48467615,-91.99686072
444,"Ector (Odessa), TX - Reeves, TX",200526,31.80387625,-102.6647917
445,"Muskogee, OK - Wagoner, OK",239970,35.80094135,-95.31919281
446,"Washington (Fayetteville), AR - Benton, AR",577726,36.16904967,-94.22215771
447,"Nacogdoches, TX - Shelby, TX",107214,31.61395003,-94.40549508
448,"Garland, AR - Hot Spring, AR",173008,34.43681136,-93.16915031
449,"Angelina, TX - Walker, TX",234330,30.96417431,-95.02116424
450,"Rapides (Alexandria), LA - Avoyelles, LA",234376,31.21108214,-92.42702925
451,"Montgomery, KS - Chautauqua, KS",36763,37.20603259,-95.82240571
452,"Bell (Killeen), TX - Coryell, TX",519927,31.08953616,-97.53967745
453,"Dallas (Dallas), TX - Collin, TX",4453428,32.8661026,-96.66563289
454,"Gregg (Longview), TX - Rusk, TX",243615,32.41465841,-94.77907391
455,"Jones, MS - Wayne, MS",116381,31.72831457,-89.12280662
456,"Harrison (Biloxi), MS - Hancock, MS",275952,30.51520984,-89.17851961
457,"White, AR - Cleburne, AR",109090,35.31761991,-91.78284414
458,"Wilbarger, TX - Hardeman, TX",17108,34.11750009,-99.37538869
459,"Lafayette, MS - Calhoun, MS",83668,34.24311257,-89.49512089
460,"Gray, TX - Wheeler, TX",29973,35.46042223,-100.6660985
461,"Lamar, AL",13693,33.7791,-88.0969
462,"McLennan (Waco), TX - Hill, TX",370062,31.60325505,-97.18745017
463,"St. Landry, LA - Evangeline, LA",113730,30.63554644,-92.11861467
464,"Brazos (Bryan), TX - Washington, TX",346322,30.61194715,-96.31221925
465,"Titus, TX - Morris, TX",66869,33.14486206,-94.96623246
466,"Pittsburg, OK - Pushmataha, OK",63869,34.83099115,-95.61125617
467,"Terrebonne (Houma), LA - Lafourche, LA",222922,29.52497554,-90.69388939
468,"Brown, TX - Coleman, TX",56387,31.68921186,-99.01208219
469,"Woodward, OK - Dewey, OK",31404,36.3756724,-99.32782077
470,"Calcasieu (Lake Charles), LA - Vernon, LA",327820,30.40087331,-93.27596185
471,"Jackson (Pascagoula), MS - George, MS",170419,30.58977711,-88.6370111
472,"Payne, OK - Pawnee, OK",109664,36.14274279,-96.96111856
473,"Jefferson (Pine Bluff), AR - Drew, AR",123245,34.01462382,-91.85622917
474,"Carter, OK - Marshall, OK",84886,34.18033909,-97.10893437
475,"Custer, OK - Washita, OK",39074,35.54236897,-98.99892592
476,"Grady, OK - Caddo, OK",83053,35.06705355,-98.04045169
477,"Pike, MS - Marion, MS",90199,31.18575791,-90.25816312
478,"Pontotoc, OK - Seminole, OK",80438,34.90045223,-96.56643396
479,"Palo Pinto, TX - Jack, TX",38177,32.86494332,-98.28031223
480,"Ashley, AR - Chicot, AR",28194,33.21745335,-91.60405288
481,"Hale, TX - Castro, TX",44691,34.14621422,-101.8372276
482,"Pontotoc, MS - Union, MS",81195,34.46115505,-88.99170008
483,"Jackson, OK - Greer, OK",32573,34.65812255,-99.47126831
484,"Oktibbeha, MS - Winston, MS",87397,33.37172701,-88.99097241
485,"Harrison (Marshall), TX - Cass, TX",108460,32.70997696,-94.36284111
486,"Union, AR - Columbia, AR",64953,33.2141081,-92.80718242
487,"Bolivar, MS - Leflore, MS",88403,33.61185904,-90.59269941
488,"Washington, MS - Sharkey, MS",47565,33.24042023,-90.93729105
489,"Navarro, TX - Freestone, TX",74760,31.95525625,-96.38577118
490,"Fayette, TX - Colorado, TX",46048,29.7600189,-96.74029468
491,"Deaf Smith, TX - Parmer, TX",28191,34.81553556,-102.66696
492,"Midland (Midland), TX - Pecos, TX",198941,31.78416088,-102.0816738
493,"Comanche (Lawton), OK - Kiowa, OK",142603,34.64872624,-98.51973294
494,"Boone, AR - Carroll, AR",81735,36.2479041,-93.22125424
495,"Denton (Denton), TX - Wise, TX",1097612,33.22322339,-97.15730065
496,"Ouachita, AR - Dallas, AR",28327,33.67636371,-92.83176921
497,"Stephens, OK - Jefferson, OK",48931,34.44441245,-97.84977377
498,"Alcorn, MS - Tishomingo, MS",52949,34.83132099,-88.46012663
499,"Crittenden (West Memphis), AR - St. Francis, AR",94568,35.14034748,-90.53487659
500,"St. Tammany (Slidell), LA - Washington, LA",317541,30.47324671,-89.97006574
501,"Leon, TX - Madison, TX",29911,31.14546901,-95.96499189
502,"Grenada, MS - Montgomery, MS",40505,33.62766294,-89.78626747
503,"Nolan, TX - Mitchell, TX",27127,32.36358737,-100.5767259
504,"Jefferson Davis, MS - Lawrence, MS",22903,31.5596652,-89.96914784
505,"Brazoria (Lake Jackson), TX - Wharton, TX",469378,29.16911557,-95.5639196
506,"Kerr, TX - Gillespie, TX",105895,30.18737455,-99.16947956
507,"Erath, TX - Comanche, TX",57744,32.16665147,-98.30011088
508,"Lea, NM",73733,32.7921,-103.4125
509,"Anderson, TX - Cherokee, TX",132376,31.74003311,-95.4232185
510,"Hays (San Marcos), TX - Caldwell, TX",317307,30.02398737,-97.96811422
511,"Lincoln, MS - Copiah, MS",62732,31.6819943,-90.45169103
512,"Childress, TX - Hall, TX",10931,34.47303395,-100.338665
513,"Bee, TX - Karnes, TX",46051,28.57611261,-97.77961866
514,"Terry, TX - Yoakum, TX",19200,33.17348454,-102.5294435
515,"Kay (Ponca City), OK - Osage, OK",89622,36.72110154,-96.76133586
516,"Maverick, TX - Val Verde, TX",108980,29.26411464,-100.6842515
517,"Comal, TX",183826,29.8082,-98.2783
518,"Howard, TX - Glasscock, TX",33358,32.29221528,-101.4383278
519,"Scurry, TX",16488,32.7463,-100.9164
520,"Cameron (Brownsville), TX - Willacy, TX",446259,26.14846318,-97.52522107
521,"Jackson, AR",16712,35.5992,-91.2145
522,"Johnson, AR",26003,35.5697,-93.4602
523,"Claiborne, LA",13833,32.8227,-92.9958
524,"Collingsworth, TX",2588,34.9648,-100.27
525,"Wilkinson, MS",8162,31.1611,-91.3109
526,"Brewster, TX - Presidio, TX",17298,29.97372648,-103.6864476
527,"Arkansas, AR - Monroe, AR",23104,34.40002433,-91.32563236
528,"St. Mary, LA",47828,29.7207,-91.4486
529,"Okmulgee, OK - Okfuskee, OK",48177,35.60420538,-96.0482231
530,"Winn, LA",13467,31.9443,-92.6368
531,"Dimmit, TX",8380,28.4226,-99.7566
532,"Galveston, TX",358990,29.3944,-94.9642
533,"Yazoo, MS",24835,32.7803,-90.3964
534,"Polk, AR",19361,34.4858,-94.2282
535,"Beaver, OK",5028,36.7497,-100.4768
536,"Uvalde, TX",24881,29.3573,-99.7622
537,"Phillips, AR",15450,34.4274,-90.8489
538,"Webb (Laredo), TX - Zapata, TX",287862,27.71275781,-99.31325319
539,"Cherokee, KS",19151,37.1693,-94.8463
540,"Hennepin (Minneapolis), MN - Anoka, MN",2234188,45.03238227,-93.52603062
541,"St. Louis, MO - St. Louis City, MO",1737975,38.52070492,-90.46753929
542,"Douglas (Omaha), NE - Sarpy, NE",923147,41.27337061,-96.19686152
543,"Burleigh (Bismarck), ND - Morton, ND",165050,46.95126576,-100.7618082
544,"Lyon, IA",12162,43.3805,-96.2102
545,"Linn (Cedar Rapids), IA - Johnson, IA",501358,41.87757125,-91.59645971
546,"Polk (Des Moines), IA - Dallas, IA",795593,41.6029595,-93.62752181
547,"Clay, MN - Becker, MN",119498,46.91882076,-96.21545398
548,"Jackson (Kansas City), MO - Clay, MO",1349052,39.08327335,-94.35061366
549,"Greene (Springfield), MO - Christian, MO",710039,37.2100616,-93.21519868
550,"Ward, ND - Bottineau, ND",94525,48.28395937,-101.5510714
551,"Ford, KS - Gray, KS",47304,37.6546716,-99.9912494
552,"Howard, IA",9445,43.3568,-92.3172
553,"Boone (Columbia), MO - Randolph, MO",267918,39.10805732,-92.40003437
554,"Shawnee (Topeka), KS - Riley, KS",350121,39.16687255,-95.99331761
555,"Hall, NE - Hamilton, NE",88460,40.94147905,-98.41196281
556,"Cerro Gordo, IA - Kossuth, IA",95708,43.1193447,-93.50958856
557,"Black Hawk (Waterloo), IA - Bremer, IA",222887,42.55151407,-92.28357367
558,"Pennington (Rapid City), SD - Meade, SD",173686,44.1045565,-102.8893015
559,"Holt, NE - Brown, NE",15112,42.47083787,-99.10995858
560,"Woodbury (Sioux City), IA - Plymouth, IA",179815,42.48557012,-95.91427756
561,"Lancaster (Lincoln), NE - Gage, NE",396201,40.74839429,-96.7424156
562,"Baca, CO",3428,37.3192,-102.5605
563,"Union, IL - Alexander, IL",26887,37.37429228,-89.24607231
564,"Adams, NE - Clay, NE",44594,40.46635518,-98.39800965
565,"Ellis, KS - Rooks, KS",44405,38.98552812,-99.56842489
566,"Adair, MO - Sullivan, MO",48280,40.26472159,-92.61671373
567,"Lyon, KS - Coffey, KS",48974,38.34102868,-96.11435618
568,"Codington, SD - Grant, SD",50948,44.94094578,-97.12344278
569,"Saline, KS - Ellsworth, KS",68770,38.81635573,-97.72503052
570,"Buffalo, NE - Dawson, NE",91916,40.80775106,-99.30845218
571,"Craighead, AR - Greene, AR",231580,35.95274575,-90.67303975
572,"Brown, SD - Spink, SD",62196,45.49417541,-98.3467533
573,"Blue Earth, MN - Nicollet, MN",134372,44.10890123,-94.09142701
574,"Independence, AR - Sharp, AR",94827,35.97115735,-91.71367609
575,"Finney, KS - Scott, KS",54548,38.05901638,-100.843413
576,"Sedgwick (Wichita), KS - Butler, KS",698787,37.68655031,-97.36226168
577,"Madison, NE - Wayne, NE",64802,42.02578579,-97.53664895
578,"Cedar, NE - Knox, NE",16678,42.61810396,-97.57307025
579,"Williams, ND - McKenzie, ND",56043,48.20770383,-103.4587757
580,"Scotts Bluff, NE - Box Butte, NE",54220,41.90134546,-103.4594446
581,"Cole, MO - Callaway, MO",221699,38.47312065,-92.05635406
582,"Otter Tail, MN - Grant, MN",66602,46.36513034,-95.73598465
583,"Barton, KS - Pawnee, KS",36967,38.38857863,-98.92213876
584,"Polk, MN",30705,47.7739,-96.4019
585,"Webster, IA - Humboldt, IA",53523,42.53068969,-94.2517656
586,"Lawrence, SD",27233,44.3586,-103.7923
587,"Seward, KS - Morton, KS",24097,37.19309413,-100.9540085
588,"Stearns (St. Cloud), MN - Benton, MN",285750,45.63986448,-94.50079438
589,"Wapello, IA - Mahaska, IA",97766,41.10984565,-92.36547108
590,"Big Stone, MN - Traverse, MN",8370,45.56019824,-96.43447978
591,"Doniphan, KS",7503,39.7881,-95.1468
592,"Kandiyohi, MN - Chippewa, MN",82337,45.08546757,-95.36330027
593,"Lincoln, NE - Keith, NE",46448,41.08534213,-100.9809098
594,"Custer, NE - Valley, NE",19486,41.5473883,-99.5054191
595,"Boyd, NE",1688,42.8997,-98.7665
596,"Pottawattamie (Council Bluffs), IA - Harrison, IA",153097,41.37994729,-95.48235387
597,"Beltrami, MN - Clearwater, MN",55128,47.91189321,-95.00658677
598,"Reno, KS - Rice, KS",74881,38.00636539,-98.13390213
599,"St. Charles (St. Charles), MO - Lincoln, MO",514769,38.81455218,-90.74490837
600,"Beadle, SD - Hand, SD",25412,44.41291478,-98.44908639
601,"Labette, KS - Neosho, KS",51117,37.51563588,-95.32825914
602,"Brown, MN - Renville, MN",55708,44.41329305,-94.92995246
603,"Isanti (Cambridge), MN - Mille Lacs, MN",86111,45.75312947,-93.40030157
604,"Pennington, MN - Marshall, MN",30699,48.2206136,-96.23973287
605,"Stark, ND - Dunn, ND",40019,46.87662661,-102.7190442
606,"Story, IA - Boone, IA",171450,42.15216268,-93.55693195
607,"Henry, MO - Bates, MO",48101,38.27280181,-93.97358455
608,"Douglas, MN - Pope, MN",60732,45.81265413,-95.53949294
609,"Lyon, MN - Lincoln, MN",31106,44.41333789,-95.91611195
610,"Brookings, SD - Kingsbury, SD",40597,44.36968708,-96.88096256
611,"York, NE - Polk, NE",19511,40.95684202,-97.58941421
612,"Crow Wing, MN - Cass, MN",150821,46.6922113,-94.26078097
613,"Decatur, KS - Sheridan, KS",5152,39.58014752,-100.451377
614,"Mississippi, AR",39126,35.7624,-90.0522
615,"Davison, SD - Charles Mix, SD",51374,43.62756582,-98.48926814
616,"Phelps, NE - Furnas, NE",16424,40.36000917,-99.55123679
617,"Guthrie, IA - Greene, IA",19376,41.84180223,-94.45433295
618,"Pratt, KS - Kiowa, KS",13278,37.57194427,-98.90858605
619,"Nobles, MN - Cottonwood, MN",51529,43.80289092,-95.51219691
621,"Wyandotte (Kansas City), KS - Leavenworth, KS",250777,39.14267482,-94.85522166
622,"Mitchell, KS - Osborne, KS",12147,39.47503923,-98.37025407
623,"Dawes, NE - Sheridan, NE",14325,42.62551636,-102.9320805
624,"Johnson (Overland Park), KS - Douglas, KS",809811,38.85334393,-94.91234892
625,"Clay, IA - Dickinson, IA",43314,43.20518887,-95.05411316
626,"Emmet, IA",9262,43.3781,-94.6785
627,"Pulaski, MO - Phelps, MO",119637,37.79475371,-91.90346841
628,"Richardson, NE - Pawnee, NE",10281,40.12659955,-95.84536577
629,"Hughes, SD - Stanley, SD",27308,44.43959163,-100.3535079
630,"Crawford, KS - Bourbon, KS",63169,37.69557918,-94.84986971
631,"Roseau, MN - Lake of the Woods, MN",19123,48.77432073,-95.6297306
632,"Stutsman, ND - Wells, ND",28797,47.11717375,-99.04481665
633,"Carroll, IA - Sac, IA",40086,42.20614454,-94.86586835
634,"Floyd, IA - Chickasaw, IA",27135,43.05998702,-92.58392762
635,"Marshall, KS - Washington, KS",15526,39.78381382,-96.72410648
636,"Cheyenne, KS - Rawlins, KS",5144,39.78555762,-101.411335
637,"Phillips, KS - Norton, KS",13724,39.78467719,-99.41897869
638,"Rolette, ND - Pierce, ND",17931,48.64786533,-99.80056507
639,"Vernon, MO - Cedar, MO",34302,37.79657452,-94.13541595
640,"Bowman, ND - Hettinger, ND",8249,46.23387645,-102.9443587
641,"Scott (Davenport), IA - Muscatine, IA",217167,41.60707684,-90.71912908
642,"Cloud, KS - Republic, KS",13544,39.59950297,-97.64968024
643,"Wichita, KS - Greeley, KS",3395,38.48152386,-101.5235456
644,"Page, IA - Fremont, IA",27513,40.74027637,-95.16102087
645,"Lucas, IA - Wayne, IA",15248,40.90521146,-93.32757148
646,"Freeborn, MN - Faribault, MN",44537,43.67383124,-93.53599871
647,"Montgomery, IA - Adams, IA",13836,41.02981204,-95.03671379
648,"Dewey, SD - Walworth, SD",18263,45.39208154,-100.5058944
649,"Appanoose, IA - Davis, IA",21341,40.74513086,-92.67169511
650,"Geary, KS - Dickinson, KS",59600,38.93211853,-96.86716116
651,"Platte, NE - Boone, NE",43396,41.57469575,-97.6245853
652,"OBrien, IA - Osceola, IA",20226,43.17270932,-95.62453809
654,"Chase, NE - Dundy, NE",6250,40.42762045,-101.6093975
655,"Ramsey, ND - Benson, ND",19671,48.14534019,-98.93209266
656,"Pettis, MO - Saline, MO",108496,38.6743019,-93.1878985
657,"Livingston, MO - Carroll, MO",22775,39.65095857,-93.53238281
658,"Fillmore, NE - Thayer, NE",10442,40.36112995,-97.59579597
659,"Thomas, KS - Sherman, KS",15160,39.31050868,-101.3785084
660,"Otoe, NE - Johnson, NE",21502,40.58588769,-96.16668114
661,"Kingman, KS - Harper, KS",12586,37.40131061,-98.11021387
662,"Clay, KS",8048,39.3497,-97.1652
663,"Madison, MO",12729,37.4781,-90.345
664,"Stevens, KS",5162,37.1923,-101.3121
665,"Mitchell, IA",10575,43.3564,-92.789
666,"Audrain, MO - Montgomery, MO",44708,39.20026407,-91.77776272
667,"Russell, KS",6679,38.9148,-98.7624
668,"Cherry, NE",5498,42.545,-101.1186
669,"Barber, KS",4069,37.2289,-98.6848
670,"Grant, ND",2269,46.3583,-101.6397
671,"Atchison, KS",16208,39.5318,-95.3135
672,"Sioux, IA",36212,43.0826,-96.1779
673,"Linn, MO",11852,39.8702,-93.1072
674,"McPherson, KS",30205,38.3917,-97.648
675,"Wilson, KS",8505,37.5593,-95.7434
676,"Taney, MO",56529,36.6548,-93.0411
678,"Atchison, MO - Holt, MO",9427,40.27949672,-95.33247849
679,"Marshall, IA - Tama, IA",56982,42.04882503,-92.86079393
680,"Dickey, ND - LaMoure, ND",9053,46.2679058,-98.51871021
681,"Crawford, IA",16277,42.0372,-95.382
682,"Ness, KS",2653,38.4794,-99.9162
683,"Grundy, MO - Mercer, MO",13269,40.19482914,-93.56616597
684,"McIntosh, ND - Logan, ND",4316,46.25745487,-99.45645667
685,"Camden, MO",43667,38.027,-92.766
686,"Poweshiek, IA",18545,41.6864,-92.5315
687,"Nemaha, NE",7046,40.3876,-95.8498
688,"Denver (Denver), CO - Jefferson, CO",2973329,39.6600849,-104.7619898
689,"Multnomah (Portland), OR - Washington, OR",1924255,45.49255848,-122.6320488
690,"Sutter (Yuba City), CA - Yuba, CA",205348,39.14636128,-121.6114857
691,"Yellowstone (Billings), MT - Big Horn, MT",217094,45.88612068,-108.2590325
692,"Cascade (Great Falls), MT - Glacier, MT",123669,47.61214477,-111.5701407
693,"Bernalillo (Albuquerque), NM - Sandoval, NM",964527,35.09754817,-106.7408751
694,"Nez Perce, ID - Idaho, ID",72823,46.24963058,-116.2914542
695,"Twin Falls, ID - Jerome, ID",140196,42.5105425,-114.5909691
696,"Bannock, ID - Bingham, ID",159181,42.83119948,-112.2898403
697,"Butte (Chico), CA - Tehama, CA",301590,39.75951486,-121.8123159
698,"Spokane (Spokane), WA - Stevens, WA",650849,47.68644226,-117.5020185
699,"Maricopa (Phoenix), AZ - Pinal, AZ",5472537,33.43717725,-112.3604682
700,"Pima (Tucson), AZ - Cochise, AZ",1283623,32.08803157,-111.4776796
701,"Alpine, CA",1616,38.5972,-119.8207
702,"Benton (Kennewick), WA - Franklin, WA",311807,46.33333927,-119.3170164
703,"Utah (Provo), UT - Sanpete, UT",785689,40.02278608,-111.7100046
704,"Pueblo (Pueblo), CO - Las Animas, CO",190741,38.09082274,-104.4932548
705,"Marion (Salem), OR - Yamhill, OR",547640,44.96871531,-122.863913
707,"Clark (Las Vegas), NV - Nye, NV",2389325,36.26006457,-115.0475466
708,"Salt Lake (Salt Lake City), UT - Tooele, UT",1412723,40.63290438,-111.8578947
709,"Sacramento (Sacramento), CA - Placer, CA",2426388,38.60311151,-121.2215913
710,"Shasta (Redding), CA - Trinity, CA",205896,40.78950079,-122.0681363
711,"Mesa, CO - Garfield, CO",299744,39.28377239,-107.9301339
712,"Hill, MT - Blaine, MT",29277,48.52416316,-109.5816445
713,"Missoula, MT - Ravalli, MT",221666,46.95560589,-114.078554
714,"Custer, MT - Fallon, MT",20188,46.23219752,-105.4170806
715,"Franklin, ID - Bear Lake, ID",21706,42.21287025,-111.6650716
716,"Ada (Boise City), ID - Canyon, ID",852825,43.52532466,-116.3402876
717,"Umatilla, OR - Morrow, OR",92240,45.56884417,-118.8499123
718,"Fresno (Fresno), CA - Kings, CA",1330963,36.73513225,-119.682155
719,"Deschutes, OR - Crook, OR",266798,43.98546002,-121.0671455
720,"Elko, NV - Lander, NV",61402,41.0018146,-115.5391128
721,"Lewis and Clark, MT - Jefferson, MT",93906,46.92541239,-112.2770578
722,"Bonneville, ID - Madison, ID",251666,43.61739906,-111.7551848
723,"Los Angeles (Los Angeles), CA",9808667,34.3219,-118.2247
724,"Santa Fe (Santa Fe), NM - Rio Arriba, NM",250153,35.84361714,-106.069153
725,"Curry, NM - Roosevelt, NM",76706,34.49216513,-103.4243426
726,"Natrona (Casper), WY - Converse, WY",93739,42.9636828,-106.6090071
727,"Linn, OR - Benton, OR",227009,44.4900151,-122.9139818
728,"Flathead, MT - Lincoln, MT",131870,48.33482621,-114.2673431
729,"Payette, ID - Washington, ID",42657,44.2213692,-116.7329004
730,"Cassia, ID - Minidoka, ID",47691,42.54951496,-113.6175158
731,"Alamosa, CO - Rio Grande, CO",46348,37.56540591,-106.0589931
732,"Dona Ana (Las Cruces), NM - Luna, NM",261377,32.37013902,-106.9384835
733,"Sheridan, MT - Daniels, MT",5163,48.73931435,-104.8067409
734,"Kootenai, ID - Bonner, ID",270144,47.81233355,-116.6282018
735,"Routt, CO - Moffat, CO",38291,40.53114219,-107.4107467
736,"King (Seattle), WA - Snohomish, WA",3646124,47.68581171,-121.8673968
737,"Stanislaus (Modesto), CA - Merced, CA",915771,37.47103556,-120.8265318
738,"Del Norte, CA",27107,41.7431,-123.8972
739,"Yakima (Yakima), WA - Kittitas, WA",304324,46.5605354,-120.7294167
740,"Navajo, AZ",108415,35.3996,-110.3214
741,"Cheyenne, NE - Kimball, NE",14628,41.20125328,-103.0713729
742,"Silver Bow, MT - Deer Lodge, MT",55095,45.79429706,-112.7709907
743,"Klamath, OR - Lake, OR",78514,42.69767691,-121.5171461
744,"Davis, UT - Weber (Ogden), UT",717251,41.14466032,-112.1071162
745,"Otero, CO - Prowers, CO",42803,37.99701853,-103.2423391
746,"Solano (Vallejo), CA - Napa, CA",654939,38.40517307,-122.1001078
747,"Grant, WA - Chelan, WA",269762,47.70632635,-119.8846794
748,"Wasco, OR - Hood River, OR",54366,45.3345091,-121.3285604
749,"Park, WY - Big Horn, WY",42277,44.5222346,-109.1423042
750,"San Joaquin (Stockton), CA - Calaveras, CA",885010,37.97284734,-121.2048793
751,"Santa Clara (San Jose), CA - Monterey, CA",2406950,37.02981152,-121.5948032
752,"Siskiyou, CA",43466,41.5927,-122.5404
753,"Nevada, CA - Sierra, CA",105227,39.30858077,-120.7623029
754,"El Paso (Colorado Springs), CO - Teller, CO",782138,38.8390449,-104.5168798
755,"Iron, UT - Beaver, UT",69525,37.91127478,-113.2838511
756,"Park, MT - Sweet Grass, MT",21430,45.54488567,-110.4250293
757,"San Francisco (San Francisco), CA - San Mateo, CA",1572575,37.5985005,-122.390289
758,"Thurston (Olympia), WA - Grays Harbor, WA",444102,47.02929195,-123.0514894
759,"Union, OR - Baker, OR",50537,45.15024203,-117.773952
760,"Weld, CO - Morgan, CO",394726,40.51184997,-104.2845768
761,"Montrose, CO - Delta, CO",106706,38.53393418,-107.9261711
763,"Logan, CO - Phillips, CO",27692,40.71605987,-102.9248348
764,"Marin, CA",257969,38.0735,-122.7236
765,"Apache, AZ",65341,35.3955,-109.4888
766,"Alameda (Oakland), CA - Contra Costa, CA",2814485,37.75961432,-121.9047607
767,"Richland, MT - Dawson, MT",22925,47.53389994,-104.7652166
768,"San Bernardino, CA - Riverside (Riverside), CA",4675704,34.25950704,-116.0805902
769,"Otero, NM - Lincoln, NM",89040,32.87033826,-105.6773255
770,"Sheridan, WY - Johnson, WY",40741,44.62984381,-106.8164125
771,"Jackson, CO",1372,40.6664,-106.3428
772,"Chaves, NM - Eddy, NM",125322,32.92842384,-104.3876676
773,"Gallatin and Yellowstone National Park, MT - Madison, MT",133297,45.52381483,-111.2222866
774,"San Diego (San Diego), CA - Imperial, CA",3468976,33.03457012,-116.6638485
775,"Teton, WY - Lincoln, WY",52720,43.08968262,-110.5023501
777,"Fremont, WY - Washakie, WY",51856,43.22936751,-108.4728706
778,"Wheatland, MT - Meagher, MT",4063,46.53145464,-110.3588721
779,"Roosevelt, MT - Valley, MT",18045,48.32400098,-105.7043812
780,"Lassen, CA - Plumas, CA",49779,40.41256649,-120.6895831
781,"Santa Barbara (Santa Barbara), CA - San Luis Obispo, CA",725256,34.9501629,-120.1673332
782,"Lane (Eugene), OR - Douglas, OR",496279,43.7898816,-122.9198477
783,"Lincoln, OR - Tillamook, OR",78460,44.92996155,-123.8136706
784,"Latah, ID",41049,46.8162,-116.7117
785,"Clallam, WA - Jefferson, WA",111390,47.95865808,-123.8299997
786,"Chaffee, CO - Lake, CO",27558,38.86898236,-106.2344573
787,"Yuma, AZ - La Paz, AZ",228405,32.8395325,-113.9111375
788,"Powell, MT",7053,46.8564,-112.9361
789,"Tulare, CA",478693,36.2202,-118.8005
790,"Ventura, CA",837469,34.4561,-119.0836
792,"Uinta, WY",20644,41.2876,-110.5476
793,"Grant, NM - Hidalgo, NM",35559,32.76898646,-108.4225114
794,"Pierce, WA",930319,47.0239,-122.1041
795,"Boulder, CO - Broomfield, CO",405265,40.06644181,-105.3002741
796,"Larimer, CO",367368,40.6664,-105.4611
